ID;Vyrobce;Model;Typ;Puvod;Nahon;Cena_prodej;Cena_autosalon;Motor;Valce;Horsepower;Mesto_MPG;Dalnice_MPG;Vaha;Delka
209;Kia;Spectra 4dr;Sedan;Asia;Front;12,4;11,6;1,8;4,0;124,0;24,0;32,0;2661,0;178,0
210;Kia;Spectra GS 4dr hatch;Sedan;Asia;Front;13,6;12,8;1,8;4,0;124,0;24,0;32,0;2686,0;178,0
211;Kia;Spectra GSX 4dr hatch;Sedan;Asia;Front;14,6;13,8;1,8;4,0;124,0;24,0;32,0;2697,0;178,0
212;Kia;Optima LX V6 4dr;Sedan;Asia;Front;18,4;16,9;2,7;6,0;170,0;20,0;27,0;3279,0;186,0
213;Kia;Amanti 4dr;Sedan;Asia;Front;26,0;23,8;3,5;6,0;195,0;17,0;25,0;4021,0;196,0
214;Kia;Sedona LX;Sedan;Asia;Front;20,6;19,4;3,5;6,0;195,0;16,0;22,0;4802,0;194,0
215;Kia;Rio Cinco;Wagon;Asia;Front;11,9;11,4;1,6;4,0;104,0;26,0;33,0;2447,0;167,0
216;Land Rover;Range Rover HSE;SUV;Europe;All;72,3;65,8;4,4;8,0;282,0;12,0;16,0;5379,0;195,0
217;Land Rover;Discovery SE;SUV;Europe;All;39,3;35,8;4,6;8,0;217,0;12,0;16,0;4576,0;185,0
218;Land Rover;Freelander SE;SUV;Europe;All;26,0;24,0;2,5;6,0;174,0;18,0;21,0;3577,0;175,0
219;Lexus;GX 470;SUV;Asia;All;45,7;39,8;4,7;8,0;235,0;15,0;19,0;4740,0;188,0
220;Lexus;LX 470;SUV;Asia;All;64,8;56,5;4,7;8,0;235,0;13,0;17,0;5590,0;193,0
221;Lexus;RX 330;SUV;Asia;All;39,2;34,6;3,3;6,0;230,0;18,0;24,0;4065,0;186,0
222;Lexus;ES 330 4dr;Sedan;Asia;Front;32,4;28,8;3,3;6,0;225,0;20,0;29,0;3460,0;191,0
223;Lexus;IS 300 4dr manual;Sedan;Asia;Rear;31,0;27,4;3,0;6,0;215,0;18,0;25,0;3255,0;177,0
224;Lexus;IS 300 4dr auto;Sedan;Asia;Rear;32,4;28,6;3,0;6,0;215,0;18,0;24,0;3285,0;177,0
225;Lexus;GS 300 4dr;Sedan;Asia;Rear;41,0;36,2;3,0;6,0;220,0;18,0;25,0;3649,0;189,0
226;Lexus;GS 430 4dr;Sedan;Asia;Rear;48,5;42,2;4,3;8,0;300,0;18,0;23,0;3715,0;189,0
227;Lexus;LS 430 4dr;Sedan;Asia;Rear;55,8;48,6;4,3;8,0;290,0;18,0;25,0;3990,0;197,0
228;Lexus;SC 430 convertible 2dr;Sports;Asia;Rear;63,2;55,1;4,3;8,0;300,0;18,0;23,0;3840,0;178,0
229;Lexus;IS 300 SportCross;Wagon;Asia;Rear;32,5;28,6;3,0;6,0;215,0;18,0;24,0;3410,0;177,0
230;Lincoln;Navigator Luxury;SUV;USA;All;52,8;46,4;5,4;8,0;300,0;13,0;18,0;5969,0;206,0
231;Lincoln;Aviator Ultimate;SUV;USA;Front;42,9;39,4;4,6;8,0;302,0;13,0;18,0;4834,0;193,0
232;Lincoln;LS V6 Luxury 4dr;Sedan;USA;Rear;32,5;30,0;3,0;6,0;232,0;20,0;26,0;3681,0;194,0
233;Lincoln;LS V6 Premium 4dr;Sedan;USA;Rear;36,9;33,9;3,0;6,0;232,0;20,0;26,0;3681,0;194,0
234;Lincoln;LS V8 Sport 4dr;Sedan;USA;Rear;40,1;36,8;3,9;8,0;280,0;17,0;24,0;3768,0;194,0
235;Lincoln;LS V8 Ultimate 4dr;Sedan;USA;Rear;43,5;39,9;3,9;8,0;280,0;17,0;24,0;3768,0;194,0
236;Lincoln;Town Car Signature 4dr;Sedan;USA;Rear;41,8;38,4;4,6;8,0;239,0;17,0;25,0;4369,0;215,0
237;Lincoln;Town Car Ultimate 4dr;Sedan;USA;Rear;44,9;41,2;4,6;8,0;239,0;17,0;25,0;4369,0;215,0
238;Lincoln;Town Car Ultimate L 4dr;Sedan;USA;Rear;50,5;46,2;4,6;8,0;239,0;17,0;25,0;4474,0;221,0
239;MINI;Cooper;Sedan;Europe;Front;17,0;15,4;1,6;4,0;115,0;28,0;37,0;2524,0;143,0
240;MINI;Cooper S;Sedan;Europe;Front;20,0;18,1;1,6;4,0;163,0;25,0;34,0;2678,0;144,0
241;Mazda;Tribute DX 2.0;SUV;Asia;All;21,1;19,7;2,0;4,0;130,0;22,0;25,0;3091,0;173,0
242;Mazda;Mazda3 i 4dr;Sedan;Asia;Front;15,5;14,5;2,0;4,0;148,0;26,0;34,0;2696,0;178,0
243;Mazda;Mazda3 s 4dr;Sedan;Asia;Front;17,2;15,9;2,3;4,0;160,0;25,0;31,0;2762,0;179,0
244;Mazda;Mazda6 i 4dr;Sedan;Asia;Front;19,3;17,8;2,3;4,0;160,0;24,0;32,0;3042,0;187,0
245;Mazda;MPV ES;Sedan;Asia;Front;28,8;26,6;3,0;6,0;200,0;18,0;25,0;3812,0;188,0
246;Mazda;MX-5 Miata convertible 2dr;Sports;Asia;Rear;22,4;20,7;1,8;4,0;142,0;23,0;28,0;2387,0;156,0
247;Mazda;MX-5 Miata LS convertible 2dr;Sports;Asia;Rear;25,2;23,3;1,8;4,0;142,0;23,0;28,0;2387,0;156,0
248;Mazda;RX-8 4dr automatic;Sports;Asia;Rear;25,7;23,8;1,3;;197,0;18,0;25,0;3053,0;174,0
249;Mazda;RX-8 4dr manual;Sports;Asia;Rear;27,2;25,2;1,3;;238,0;18,0;24,0;3029,0;174,0
250;Mazda;B2300 SX Regular Cab;Truck;Asia;Rear;14,8;14,1;2,3;4,0;143,0;24,0;29,0;2960,0;188,0
251;Mazda;B4000 SE Cab Plus;Truck;Asia;All;22,4;20,5;4,0;6,0;207,0;15,0;19,0;3571,0;203,0
252;Mercedes-Benz;G500;SUV;Europe;All;76,9;71,5;5,0;8,0;292,0;13,0;14,0;5423,0;186,0
253;Mercedes-Benz;ML500;SUV;Europe;All;46,5;43,3;5,0;8,0;288,0;14,0;17,0;4874,0;183,0
254;Mercedes-Benz;C230 Sport 2dr;Sedan;Europe;Rear;26,1;24,2;1,8;4,0;189,0;22,0;30,0;3250,0;178,0
255;Mercedes-Benz;C320 Sport 2dr;Sedan;Europe;Rear;28,4;26,4;3,2;6,0;215,0;19,0;26,0;3430,0;178,0
256;Mercedes-Benz;C240 4dr;Sedan;Europe;Rear;32,3;30,1;2,6;6,0;168,0;20,0;25,0;3360,0;178,0
257;Mercedes-Benz;C240 4dr;Sedan;Europe;All;33,5;31,2;2,6;6,0;168,0;19,0;25,0;3360,0;178,0
258;Mercedes-Benz;C320 Sport 4dr;Sedan;Europe;Rear;35,9;33,5;3,2;6,0;215,0;19,0;26,0;3430,0;178,0
259;Mercedes-Benz;C320 4dr;Sedan;Europe;Rear;37,6;35,0;3,2;6,0;215,0;20,0;26,0;3450,0;178,0
260;Mercedes-Benz;C320 4dr;Sedan;Europe;All;38,8;36,2;3,2;6,0;215,0;19,0;27,0;3450,0;178,0
261;Mercedes-Benz;C32 AMG 4dr;Sedan;Europe;Rear;52,1;48,5;3,2;6,0;349,0;16,0;21,0;3540,0;178,0
262;Mercedes-Benz;CL500 2dr;Sedan;Europe;Rear;94,8;88,3;5,0;8,0;302,0;16,0;24,0;4085,0;196,0
263;Mercedes-Benz;CL600 2dr;Sedan;Europe;Rear;128,4;119,6;5,5;12,0;493,0;13,0;19,0;4473,0;196,0
264;Mercedes-Benz;CLK320 coupe 2dr (convertible);Sedan;Europe;Rear;45,7;42,0;3,2;6,0;215,0;20,0;26,0;3770,0;183,0
265;Mercedes-Benz;CLK500 coupe 2dr (convertible);Sedan;Europe;Rear;52,8;49,1;5,0;8,0;302,0;17,0;22,0;3585,0;183,0
266;Mercedes-Benz;E320 4dr;Sedan;Europe;Rear;48,2;44,8;3,2;6,0;221,0;19,0;27,0;3635,0;190,0
267;Mercedes-Benz;E500 4dr;Sedan;Europe;Rear;57,3;53,4;5,0;8,0;302,0;16,0;20,0;3815,0;190,0
268;Mercedes-Benz;S430 4dr;Sedan;Europe;Rear;74,3;69,2;4,3;8,0;275,0;18,0;26,0;4160,0;203,0
269;Mercedes-Benz;S500 4dr;Sedan;Europe;All;87,0;80,9;5,0;8,0;302,0;16,0;24,0;4390,0;203,0
270;Mercedes-Benz;SL500 convertible 2dr;Sports;Europe;Rear;90,5;84,3;5,0;8,0;302,0;16,0;23,0;4065,0;179,0
271;Mercedes-Benz;SL55 AMG 2dr;Sports;Europe;Rear;121,8;113,4;5,5;8,0;493,0;14,0;21,0;4235,0;179,0
272;Mercedes-Benz;SL600 convertible 2dr;Sports;Europe;Rear;126,7;117,9;5,5;12,0;493,0;13,0;19,0;4429,0;179,0
273;Mercedes-Benz;SLK230 convertible 2dr;Sports;Europe;Rear;40,3;37,5;2,3;4,0;192,0;21,0;29,0;3055,0;158,0
274;Mercedes-Benz;SLK32 AMG 2dr;Sports;Europe;Rear;56,2;52,3;3,2;6,0;349,0;17,0;22,0;3220,0;158,0
275;Mercedes-Benz;C240;Wagon;Europe;Rear;33,8;31,5;2,6;6,0;168,0;19,0;25,0;3470,0;179,0
276;Mercedes-Benz;E320;Wagon;Europe;Rear;50,7;47,2;3,2;6,0;221,0;19,0;27,0;3966,0;190,0
277;Mercedes-Benz;E500;Wagon;Europe;All;60,7;56,5;5,0;8,0;302,0;16,0;24,0;4230,0;190,0
278;Mercury;Mountaineer;SUV;USA;Front;30,0;27,3;4,0;6,0;210,0;16,0;21,0;4374,0;190,0
279;Mercury;Sable GS 4dr;Sedan;USA;Front;21,6;19,8;3,0;6,0;155,0;20,0;27,0;3308,0;200,0
280;Mercury;Grand Marquis GS 4dr;Sedan;USA;Rear;24,7;23,2;4,6;8,0;224,0;17,0;25,0;4052,0;212,0
281;Mercury;Grand Marquis LS Premium 4dr;Sedan;USA;Rear;29,6;27,1;4,6;8,0;224,0;17,0;25,0;4052,0;212,0
282;Mercury;Sable LS Premium 4dr;Sedan;USA;Front;23,9;21,9;3,0;6,0;201,0;19,0;26,0;3315,0;200,0
283;Mercury;Grand Marquis LS Ultimate 4dr;Sedan;USA;Rear;30,9;28,3;4,6;8,0;224,0;17,0;25,0;4052,0;212,0
284;Mercury;Marauder 4dr;Sedan;USA;Rear;34,5;31,6;4,6;8,0;302,0;17,0;23,0;4195,0;212,0
285;Mercury;Monterey Luxury;Sedan;USA;Front;34,0;30,8;4,2;6,0;201,0;16,0;23,0;4340,0;202,0
286;Mercury;Sable GS;Wagon;USA;Front;22,6;20,7;3,0;6,0;155,0;19,0;26,0;3488,0;198,0
287;Mitsubishi;Endeavor XLS;SUV;Asia;All;30,5;28,3;3,8;6,0;215,0;17,0;21,0;4134,0;190,0
288;Mitsubishi;Montero XLS;SUV;Asia;All;33,1;30,8;3,8;6,0;215,0;15,0;19,0;4718,0;190,0
289;Mitsubishi;Outlander LS;SUV;Asia;Front;18,9;17,6;2,4;4,0;160,0;21,0;27,0;3240,0;179,0
290;Mitsubishi;Lancer ES 4dr;Sedan;Asia;Front;14,6;13,8;2,0;4,0;120,0;25,0;31,0;2656,0;181,0
291;Mitsubishi;Lancer LS 4dr;Sedan;Asia;Front;16,7;15,7;2,0;4,0;120,0;25,0;31,0;2795,0;181,0
292;Mitsubishi;Galant ES 2.4L 4dr;Sedan;Asia;Front;19,3;18,0;2,4;4,0;160,0;23,0;30,0;3351,0;191,0
293;Mitsubishi;Lancer OZ Rally 4dr auto;Sedan;Asia;Front;17,2;16,2;2,0;4,0;120,0;25,0;31,0;2744,0;181,0
294;Mitsubishi;Diamante LS 4dr;Sedan;Asia;Front;29,3;27,3;3,5;6,0;205,0;18,0;25,0;3549,0;194,0
295;Mitsubishi;Galant GTS 4dr;Sedan;Asia;Front;25,7;23,9;3,8;6,0;230,0;18,0;26,0;3649,0;191,0
296;Mitsubishi;Eclipse GTS 2dr;Sports;Asia;Front;25,1;23,5;3,0;6,0;210,0;21,0;28,0;3241,0;177,0
297;Mitsubishi;Eclipse Spyder GT convertible 2dr;Sports;Asia;Front;27,0;25,2;3,0;6,0;210,0;21,0;28,0;3296,0;177,0
298;Mitsubishi;Lancer Evolution 4dr;Sports;Asia;Front;29,6;27,5;2,0;4,0;271,0;18,0;26,0;3263,0;179,0
299;Mitsubishi;Lancer Sportback LS;Wagon;Asia;Front;17,5;16,3;2,4;4,0;160,0;25,0;31,0;3020,0;181,0
300;Nissan;Pathfinder Armada SE;SUV;Asia;Front;33,8;30,8;5,6;8,0;305,0;13,0;19,0;5013,0;207,0
301;Nissan;Pathfinder SE;SUV;Asia;Front;27,3;26,0;3,5;6,0;240,0;16,0;21,0;3871,0;183,0
302;Nissan;Xterra XE V6;SUV;Asia;Front;20,9;19,5;3,3;6,0;180,0;17,0;20,0;3760,0;178,0
303;Nissan;Sentra 1.8 4dr;Sedan;Asia;Front;12,7;12,2;1,8;4,0;126,0;28,0;35,0;2513,0;178,0
304;Nissan;Sentra 1.8 S 4dr;Sedan;Asia;Front;14,7;13,7;1,8;4,0;126,0;28,0;35,0;2581,0;178,0
305;Nissan;Altima S 4dr;Sedan;Asia;Front;19,2;18,0;2,5;4,0;175,0;21,0;26,0;3039,0;192,0
306;Nissan;Sentra SE-R 4dr;Sedan;Asia;Front;17,6;16,4;2,5;4,0;165,0;23,0;28,0;2761,0;178,0
307;Nissan;Altima SE 4dr;Sedan;Asia;Front;23,3;21,6;3,5;6,0;245,0;21,0;26,0;3197,0;192,0
308;Nissan;Maxima SE 4dr;Sedan;Asia;Front;27,5;25,2;3,5;6,0;265,0;20,0;28,0;3473,0;194,0
309;Nissan;Maxima SL 4dr;Sedan;Asia;Front;29,4;27,0;3,5;6,0;265,0;20,0;28,0;3476,0;194,0
310;Nissan;Quest S;Sedan;Asia;Front;24,8;23,0;3,5;6,0;240,0;19,0;26,0;4012,0;204,0
311;Nissan;Quest SE;Sedan;Asia;Front;32,8;30,0;3,5;6,0;240,0;18,0;25,0;4175,0;204,0
312;Nissan;350Z coupe 2dr;Sports;Asia;Rear;26,9;25,2;3,5;6,0;287,0;20,0;26,0;3188,0;169,0
313;Nissan;350Z Enthusiast convertible 2dr;Sports;Asia;Rear;34,4;31,8;3,5;6,0;287,0;20,0;26,0;3428,0;169,0
314;Nissan;Frontier King Cab XE V6;Truck;Asia;All;19,5;18,3;3,3;6,0;180,0;17,0;20,0;3932,0;191,0
315;Nissan;Titan King Cab XE;Truck;Asia;All;26,7;24,9;5,6;8,0;305,0;14,0;18,0;5287,0;224,0
316;Nissan;Murano SL;Wagon;Asia;Rear;28,7;27,3;3,5;6,0;245,0;20,0;25,0;3801,0;188,0
317;Oldsmobile;Alero GX 2dr;Sedan;USA;Front;18,8;17,6;2,2;4,0;140,0;24,0;32,0;2946,0;187,0
318;Oldsmobile;Alero GLS 2dr;Sedan;USA;Front;23,7;21,5;3,4;6,0;170,0;20,0;29,0;3085,0;187,0
319;Oldsmobile;Silhouette GL;Sedan;USA;Front;28,8;26,1;3,4;6,0;185,0;19,0;26,0;3948,0;201,0
320;Pontiac;Aztekt;SUV;USA;Front;21,6;19,8;3,4;6,0;185,0;19,0;26,0;3779,0;182,0
321;Pontiac;Sunfire 1SA 2dr;Sedan;USA;Front;15,5;14,4;2,2;4,0;140,0;24,0;33,0;2771,0;182,0
322;Pontiac;Grand Am GT 2dr;Sedan;USA;Front;22,5;20,6;3,4;6,0;175,0;20,0;29,0;3118,0;186,0
323;Pontiac;Grand Prix GT1 4dr;Sedan;USA;Front;22,4;20,5;3,8;6,0;200,0;20,0;30,0;3477,0;198,0
324;Pontiac;Sunfire 1SC 2dr;Sedan;USA;Front;17,7;16,4;2,2;4,0;140,0;24,0;33,0;2771,0;182,0
325;Pontiac;Grand Prix GT2 4dr;Sedan;USA;Front;24,3;22,3;3,8;6,0;200,0;20,0;30,0;3484,0;198,0
326;Pontiac;Bonneville GXP 4dr;Sedan;USA;Front;36,0;33,0;4,6;8,0;275,0;17,0;20,0;3790,0;203,0
327;Pontiac;Montana;Sedan;USA;Front;23,8;21,6;3,4;6,0;185,0;19,0;26,0;3803,0;187,0
328;Pontiac;Montana EWB;Sedan;USA;All;31,4;28,5;3,4;6,0;185,0;18,0;24,0;4431,0;201,0
329;Pontiac;GTO 2dr;Sports;USA;Rear;33,5;30,7;5,7;8,0;340,0;16,0;20,0;3725,0;190,0
330;Pontiac;Vibe;Wagon;USA;Rear;17,0;16,0;1,8;4,0;130,0;29,0;36,0;2701,0;172,0
331;Porsche;Cayenne S;SUV;Europe;All;56,7;49,9;4,5;8,0;340,0;14,0;18,0;4950,0;188,0
332;Porsche;911 Carrera convertible 2dr (coupe);Sports;Europe;Rear;79,2;69,2;3,6;6,0;315,0;18,0;26,0;3135,0;175,0
333;Porsche;911 Carrera 4S coupe 2dr (convert);Sports;Europe;All;84,2;72,2;3,6;6,0;315,0;17,0;24,0;3240,0;175,0
334;Porsche;911 Targa coupe 2dr;Sports;Europe;Rear;76,8;67,1;3,6;6,0;315,0;18,0;26,0;3119,0;175,0
335;Porsche;911 GT2 2dr;Sports;Europe;Rear;192,5;173,6;3,6;6,0;477,0;17,0;24,0;3131,0;175,0
336;Porsche;Boxster convertible 2dr;Sports;Europe;Rear;43,4;37,9;2,7;6,0;228,0;20,0;29,0;2811,0;170,0
337;Porsche;Boxster S convertible 2dr;Sports;Europe;Rear;52,4;45,8;3,2;6,0;258,0;18,0;26,0;2911,0;170,0
338;Saab;9-3 Arc Sport 4dr;Sedan;Europe;Front;30,9;29,3;2,0;4,0;210,0;20,0;28,0;3175,0;183,0
339;Saab;9-3 Aero 4dr;Sedan;Europe;Front;33,4;31,6;2,0;4,0;210,0;20,0;28,0;3175,0;183,0
340;Saab;9-5 Arc 4dr;Sedan;Europe;Front;35,1;33,0;2,3;4,0;220,0;21,0;29,0;3470,0;190,0
341;Saab;9-5 Aero 4dr;Sedan;Europe;Front;39,5;37,7;2,3;4,0;250,0;21,0;29,0;3470,0;190,0
342;Saab;9-3 Arc convertible 2dr;Sedan;Europe;Front;40,7;38,5;2,0;4,0;210,0;21,0;29,0;3480,0;182,0
343;Saab;9-3 Aero convertible 2dr;Sedan;Europe;Front;43,2;40,9;2,0;4,0;210,0;21,0;30,0;3700,0;182,0
344;Saab;9-5 Aero;Wagon;Europe;Front;40,8;38,4;2,3;4,0;250,0;19,0;29,0;3620,0;190,0
345;Saturn;VUE;SUV;USA;All;20,6;19,2;2,2;4,0;143,0;21,0;26,0;3381,0;181,0
346;Saturn;Ion1 4dr;Sedan;USA;Front;11,0;10,3;2,2;4,0;140,0;26,0;35,0;2692,0;185,0
347;Saturn;lon2 4dr;Sedan;USA;Front;14,3;13,4;2,2;4,0;140,0;26,0;35,0;2692,0;185,0
348;Saturn;lon3 4dr;Sedan;USA;Front;15,8;14,8;2,2;4,0;140,0;26,0;35,0;2692,0;185,0
349;Saturn;lon2 quad coupe 2dr;Sedan;USA;Front;14,9;13,9;2,2;4,0;140,0;26,0;35,0;2751,0;185,0
350;Saturn;lon3 quad coupe 2dr;Sedan;USA;Front;16,4;15,3;2,2;4,0;140,0;26,0;35,0;2751,0;185,0
351;Saturn;L300-2 4dr;Sedan;USA;Front;21,4;19,8;3,0;6,0;182,0;20,0;28,0;3197,0;190,0
352;Saturn;L300 2;Wagon;USA;Front;23,6;21,8;2,2;4,0;140,0;24,0;34,0;3109,0;190,0
353;Scion;xA 4dr hatch;Sedan;Asia;Front;13,0;12,3;1,5;4,0;108,0;32,0;38,0;2340,0;154,0
354;Scion;xB;Wagon;Asia;Front;14,2;13,5;1,5;4,0;108,0;31,0;35,0;2425,0;155,0
355;Subaru;Impreza 2.5 RS 4dr;Sedan;Asia;All;19,9;18,4;2,5;4,0;165,0;22,0;28,0;2965,0;174,0
356;Subaru;Legacy L 4dr;Sedan;Asia;All;20,4;18,7;2,5;4,0;165,0;21,0;28,0;3285,0;184,0
357;Subaru;Legacy GT 4dr;Sedan;Asia;All;25,6;23,3;2,5;4,0;165,0;21,0;28,0;3395,0;184,0
358;Subaru;Outback Limited Sedan 4dr;Sedan;Asia;All;27,1;24,7;2,5;4,0;165,0;20,0;27,0;3495,0;184,0
359;Subaru;Outback H6 4dr;Sedan;Asia;All;29,3;26,7;3,0;6,0;212,0;19,0;26,0;3610,0;184,0
360;Subaru;Outback H-6 VDC 4dr;Sedan;Asia;All;31,5;28,6;3,0;6,0;212,0;19,0;26,0;3630,0;184,0
361;Subaru;Impreza WRX 4dr;Sports;Asia;All;25,0;23,0;2,0;4,0;227,0;20,0;27,0;3085,0;174,0
362;Subaru;Impreza WRX STi 4dr;Sports;Asia;All;31,5;29,1;2,5;4,0;300,0;18,0;24,0;3263,0;174,0
363;Subaru;Baja;Truck;Asia;All;24,5;22,3;2,5;4,0;165,0;21,0;28,0;3485,0;193,0
364;Subaru;Forester X;Wagon;Asia;All;21,4;19,6;2,5;4,0;165,0;21,0;28,0;3090,0;175,0
365;Subaru;Outback;Wagon;Asia;All;23,9;21,8;2,5;4,0;165,0;21,0;28,0;3430,0;187,0
366;Suzuki;XL-7 EX;SUV;Asia;Front;23,7;22,3;2,7;6,0;185,0;18,0;22,0;3682,0;187,0
367;Suzuki;Vitara LX;SUV;Asia;All;17,2;16,9;2,5;6,0;165,0;19,0;22,0;3020,0;163,0
368;Suzuki;Aeno S 4dr;Sedan;Asia;Front;12,9;12,7;2,3;4,0;155,0;25,0;31,0;2676,0;171,0
369;Suzuki;Aerio LX 4dr;Sedan;Asia;Front;14,5;14,3;2,3;4,0;155,0;25,0;31,0;2676,0;171,0
370;Suzuki;Forenza S 4dr;Sedan;Asia;Front;12,3;12,1;2,0;4,0;119,0;24,0;31,0;2701,0;177,0
371;Suzuki;Forenza EX 4dr;Sedan;Asia;Front;15,6;15,4;2,0;4,0;119,0;22,0;30,0;2756,0;177,0
372;Suzuki;Verona LX 4dr;Sedan;Asia;Front;17,3;17,1;2,5;6,0;155,0;20,0;27,0;3380,0;188,0
373;Suzuki;Aerio SX;Wagon;Asia;All;16,5;16,3;2,3;4,0;155,0;24,0;29,0;2932,0;167,0
374;Toyota;Prius 4dr (gas/electric);Hybrid;Asia;Front;20,5;18,9;1,5;4,0;110,0;59,0;51,0;2890,0;175,0
375;Toyota;Sequoia SR5;SUV;Asia;All;35,7;31,8;4,7;8,0;240,0;14,0;17,0;5270,0;204,0
376;Toyota;4Runner SR5 V6;SUV;Asia;Front;27,7;24,8;4,0;6,0;245,0;18,0;21,0;4035,0;189,0
377;Toyota;Highlander V6;SUV;Asia;All;27,9;24,9;3,3;6,0;230,0;18,0;24,0;3935,0;185,0
378;Toyota;Land Cruiser;SUV;Asia;All;54,8;48,0;4,7;8,0;325,0;13,0;17,0;5390,0;193,0
379;Toyota;RAV4;SUV;Asia;All;20,3;18,6;2,4;4,0;161,0;22,0;27,0;3119,0;167,0
380;Toyota;Corolla CE 4dr;Sedan;Asia;Front;14,1;13,1;1,8;4,0;130,0;32,0;40,0;2502,0;178,0
381;Toyota;Corolla S 4dr;Sedan;Asia;Front;15,0;13,7;1,8;4,0;130,0;32,0;40,0;2524,0;178,0
382;Toyota;Corolla LE 4dr;Sedan;Asia;Front;15,3;13,9;1,8;4,0;130,0;32,0;40,0;2524,0;178,0
383;Toyota;Echo 2dr manual;Sedan;Asia;Front;10,8;10,1;1,5;4,0;108,0;35,0;43,0;2035,0;163,0
384;Toyota;Echo 2dr auto;Sedan;Asia;Front;11,6;10,9;1,5;4,0;108,0;33,0;39,0;2085,0;163,0
385;Toyota;Echo 4dr;Sedan;Asia;Front;11,3;10,6;1,5;4,0;108,0;35,0;43,0;2055,0;163,0
386;Toyota;Camry LE 4dr;Sedan;Asia;Front;19,6;17,6;2,4;4,0;157,0;24,0;33,0;3086,0;189,0
387;Toyota;Camry LE V6 4dr;Sedan;Asia;Front;22,8;20,3;3,0;6,0;210,0;21,0;29,0;3296,0;189,0
388;Toyota;Camry Solara SE 2dr;Sedan;Asia;Front;19,6;17,7;2,4;4,0;157,0;24,0;33,0;3175,0;193,0
389;Toyota;Camry Solara SE V6 2dr;Sedan;Asia;Front;22,0;19,8;3,3;6,0;225,0;20,0;29,0;3417,0;193,0
390;Toyota;Avalon XL 4dr;Sedan;Asia;Front;26,6;23,7;3,0;6,0;210,0;21,0;29,0;3417,0;192,0
391;Toyota;Camry XLE V6 4dr;Sedan;Asia;Front;25,9;23,1;3,0;6,0;210,0;21,0;29,0;3362,0;189,0
392;Toyota;Camry Solara SLE V6 2dr;Sedan;Asia;Front;26,5;23,9;3,3;6,0;225,0;20,0;29,0;3439,0;193,0
393;Toyota;Avalon XLS 4dr;Sedan;Asia;Front;30,9;27,3;3,0;6,0;210,0;21,0;29,0;3439,0;192,0
394;Toyota;Sienna CE;Sedan;Asia;Front;23,5;21,2;3,3;6,0;230,0;19,0;27,0;4120,0;200,0
395;Toyota;Sienna XLE Limited;Sedan;Asia;Front;28,8;25,7;3,3;6,0;230,0;19,0;27,0;4165,0;200,0
396;Toyota;Celica GT-S 2dr;Sports;Asia;Front;22,6;20,4;1,8;4,0;180,0;24,0;33,0;2500,0;171,0
397;Toyota;MR2 Spyder convertible 2dr;Sports;Asia;Rear;25,1;22,8;1,8;4,0;138,0;26,0;32,0;2195,0;153,0
398;Toyota;Tacoma;Truck;Asia;Rear;12,8;11,9;2,4;4,0;142,0;22,0;27,0;2750,0;191,0
399;Toyota;Tundra Regular Cab V6;Truck;Asia;Rear;16,5;15,0;3,4;6,0;190,0;16,0;18,0;3925,0;218,0
400;Toyota;Tundra Access Cab V6 SR5;Truck;Asia;All;25,9;23,5;3,4;6,0;190,0;14,0;17,0;4435,0;218,0
401;Toyota;Matrix XR;Wagon;Asia;Front;16,7;15,2;1,8;4,0;130,0;29,0;36,0;2679,0;171,0
402;Volkswagen;Touareg V6;SUV;Europe;All;35,5;32,2;3,2;6,0;220,0;15,0;20,0;5086,0;187,0
403;Volkswagen;Golf GLS 4dr;Sedan;Europe;Front;18,7;17,5;2,0;4,0;115,0;24,0;31,0;2897,0;165,0
404;Volkswagen;GTI 1.8T 2dr hatch;Sedan;Europe;Front;19,8;18,1;1,8;4,0;180,0;24,0;31,0;2934,0;168,0
405;Volkswagen;Jetta GLS TDI 4dr;Sedan;Europe;Front;21,1;19,6;1,9;4,0;100,0;38,0;46,0;3003,0;172,0
406;Volkswagen;New Beetle GLS 1.8T 2dr;Sedan;Europe;Front;21,1;19,6;1,8;4,0;150,0;24,0;31,0;2820,0;161,0
407;Volkswagen;Jetta GLI VR6 4dr;Sedan;Europe;Front;23,8;21,7;2,8;6,0;200,0;21,0;30,0;3179,0;172,0
408;Volkswagen;New Beetle GLS convertible 2dr;Sedan;Europe;Front;23,2;21,7;2,0;4,0;115,0;24,0;30,0;3082,0;161,0
409;Volkswagen;Passat GLS 4dr;Sedan;Europe;Front;24,0;21,9;1,8;4,0;170,0;22,0;31,0;3241,0;185,0
410;Volkswagen;Passat GLX V6 4MOTION 4dr;Sedan;Europe;Front;33,2;30,6;2,8;6,0;190,0;19,0;26,0;3721,0;185,0
411;Volkswagen;Passat W8 4MOTION 4dr;Sedan;Europe;Front;39,2;36,1;4,0;8,0;270,0;18,0;25,0;3953,0;185,0
412;Volkswagen;Phaeton 4dr;Sedan;Europe;Front;65,0;59,9;4,2;8,0;335,0;16,0;22,0;5194,0;204,0
413;Volkswagen;Phaeton W12 4dr;Sedan;Europe;Front;75,0;69,1;6,0;12,0;420,0;12,0;19,0;5399,0;204,0
414;Volkswagen;Jetta GL;Wagon;Europe;Front;19,0;17,4;2,0;4,0;115,0;24,0;30,0;3034,0;174,0
